,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2017-09-04,393.95,396.05,381.4,384.4,384.4,648771.0,0.0,1.0
2017-09-01,379.0,392.5,378.9,390.7,390.7,536632.0,0.0,1.0
2017-08-31,378.0,380.7,376.0,376.6,376.6,177033.0,0.0,1.0
2017-08-30,379.2,382.75,377.6,378.55,378.55,251767.0,0.0,1.0
2017-08-29,379.2,382.45,375.0,376.35,376.35,278851.0,0.0,1.0
2017-08-28,385.7,387.25,378.7,379.2,379.2,377373.0,0.0,1.0
2017-08-24,382.0,385.6,380.5,384.0,384.0,464238.0,0.0,1.0
2017-08-23,375.5,381.3,373.2,380.1,380.1,468387.0,0.0,1.0
2017-08-22,377.35,379.9,372.35,373.35,373.35,558419.0,0.0,1.0
2017-08-21,382.0,382.85,372.1,374.55,374.55,595249.0,0.0,1.0
2017-08-18,384.0,384.0,377.25,380.7,380.7,574271.0,0.0,1.0
2017-08-17,392.0,393.9,384.1,385.05,385.05,653997.0,0.0,1.0
2017-08-16,380.0,390.1,376.0,389.05,389.05,727516.0,0.0,1.0
2017-08-14,380.0,381.85,372.6,375.65,375.65,589792.0,0.0,1.0
2017-08-11,377.9,379.95,357.95,374.4,374.4,1122665.0,0.0,1.0
2017-08-10,399.9,404.0,376.0,380.9,380.9,2401602.0,0.0,1.0
2017-08-09,428.5,430.15,415.0,416.75,416.75,779946.0,0.0,1.0
2017-08-08,432.0,435.35,425.9,430.4,430.4,466576.0,0.0,1.0
2017-08-07,439.7,440.0,426.0,430.45,430.45,412555.0,0.0,1.0
2017-08-04,431.0,438.85,431.0,435.1,435.1,1340403.0,0.0,1.0
2017-08-03,440.5,441.6,430.2,431.85,431.85,1841235.0,0.0,1.0
2017-08-02,449.85,450.0,435.0,439.5,439.5,513133.0,0.0,1.0
2017-08-01,445.0,452.25,445.0,446.9,446.9,465788.0,0.0,1.0
2017-07-31,446.0,449.35,443.75,444.5,444.5,240220.0,0.0,1.0
2017-07-28,445.0,447.95,442.65,446.3,446.3,351885.0,0.0,1.0
2017-07-27,461.0,461.0,441.4,445.65,445.65,449480.0,0.0,1.0
2017-07-26,457.0,458.7,455.0,456.75,456.75,769149.0,0.0,1.0
2017-07-25,468.0,468.0,454.7,456.15,456.15,263910.0,0.0,1.0
2017-07-24,461.0,468.0,461.0,463.6,463.6,258063.0,0.0,1.0
2017-07-21,460.0,465.9,457.55,464.6,464.6,327519.0,0.0,1.0
2017-07-20,463.0,464.1,457.3,460.2,460.2,219538.0,0.0,1.0
2017-07-19,454.0,462.8,453.5,460.55,460.55,224975.0,0.0,1.0
2017-07-18,454.0,459.0,452.1,456.05,456.05,144805.0,0.0,1.0
2017-07-17,453.05,458.35,453.05,454.3,454.3,181617.0,0.0,1.0
2017-07-14,459.1,460.0,451.0,451.9,451.9,202313.0,0.0,1.0
2017-07-13,464.15,465.0,455.55,458.4,458.4,256544.0,0.0,1.0
2017-07-12,462.0,463.8,456.9,460.95,460.95,392673.0,0.0,1.0
2017-07-11,451.25,462.25,451.25,456.95,456.95,1257434.0,0.0,1.0
2017-07-10,441.7,457.5,441.7,446.75,446.75,3343876.0,0.0,1.0
2017-07-07,433.0,441.3,432.5,436.8,436.8,277875.0,0.0,1.0
2017-07-06,435.0,438.8,433.85,437.1,437.1,279419.0,0.0,1.0
2017-07-05,429.9,434.25,427.55,432.05,432.05,367800.0,0.0,1.0
2017-07-04,438.0,438.0,426.1,427.65,427.65,431813.0,0.0,1.0
2017-07-03,433.7,434.4,426.65,430.65,430.65,537854.0,0.0,1.0
2017-06-30,434.9,434.9,428.0,432.5,432.5,511744.0,0.0,1.0
2017-06-29,445.65,446.2,433.65,435.95,435.95,270474.0,0.0,1.0
2017-06-28,442.85,446.5,440.35,442.15,442.15,291898.0,0.0,1.0
2017-06-27,443.15,444.2,434.4,441.55,441.55,275699.0,0.0,1.0
2017-06-23,453.1,456.55,442.4,443.1,443.1,84099992.0,0.0,1.0
2017-06-22,460.0,463.2,452.0,452.8,452.8,317232.0,0.0,1.0
2017-06-21,467.0,467.0,456.0,457.3,457.3,1317927.0,0.0,1.0
2017-06-20,455.5,470.6,455.5,467.15,467.15,691383.0,0.0,1.0
2017-06-19,455.0,456.6,450.9,452.3,452.3,345728.0,0.0,1.0
2017-06-16,455.4,458.3,452.25,455.5,455.5,558674.0,0.0,1.0
2017-06-15,452.95,457.95,447.0,448.45,448.45,395863.0,0.0,1.0
2017-06-14,451.0,453.6,447.2,451.6,451.6,461638.0,0.0,1.0
2017-06-13,457.1,458.55,448.1,449.6,449.6,396341.0,0.0,1.0
2017-06-12,467.0,467.0,455.1,456.5,456.5,321767.0,0.0,1.0
2017-06-09,460.9,468.0,455.15,467.2,467.2,425755.0,0.0,1.0
2017-06-08,458.5,463.5,457.45,460.75,460.75,378363.0,0.0,1.0
2017-06-07,464.0,464.0,453.6,457.95,457.95,456841.0,0.0,1.0
2017-06-06,482.65,484.4,457.35,460.9,460.9,702667.0,0.0,1.0
2017-06-05,478.2,481.4,475.4,478.0,478.0,206697.0,0.0,1.0
2017-06-02,479.0,485.95,477.5,478.55,478.55,375530.0,0.0,1.0
2017-06-01,477.0,479.75,473.6,476.4,476.4,302586.0,0.0,1.0
2017-05-31,480.5,482.7,475.0,476.2,476.2,401166.0,0.0,1.0
2017-05-30,482.1,486.65,479.6,481.45,481.45,289836.0,0.0,1.0
2017-05-29,482.0,484.45,472.0,480.4,480.4,386808.0,0.0,1.0
2017-05-26,475.0,487.0,472.85,480.75,480.75,1118826.0,0.0,1.0
2017-05-25,470.3,478.0,465.0,475.45,475.45,1058632.0,0.0,1.0
2017-05-24,469.0,472.95,459.05,469.45,469.45,1492844.0,0.0,1.0
2017-05-23,450.4,456.45,444.5,450.1,450.1,1072302.0,0.0,1.0
2017-05-22,443.0,452.0,442.35,448.4,448.4,586135.0,0.0,1.0
2017-05-19,444.0,445.0,435.0,442.95,442.95,334437.0,0.0,1.0
2017-05-18,442.0,448.8,436.0,438.2,438.2,489585.0,0.0,1.0
2017-05-17,437.45,452.0,435.5,449.65,449.65,970863.0,0.0,1.0
2017-05-16,433.0,439.7,432.3,437.3,437.3,377867.0,0.0,1.0
2017-05-15,433.6,433.6,430.05,431.85,431.85,364038.0,0.0,1.0
2017-05-12,428.0,433.8,427.4,430.4,430.4,436223.0,0.0,1.0
2017-05-11,432.55,434.3,425.7,427.4,427.4,931209.0,0.0,1.0
2017-05-10,428.0,432.9,424.4,432.05,432.05,419054.0,0.0,1.0
2017-05-09,424.0,428.55,423.4,426.7,426.7,343617.0,0.0,1.0
2017-05-08,424.2,428.5,417.1,423.25,423.25,512318.0,0.0,1.0
2017-05-05,436.7,438.0,418.05,419.75,419.75,1413719.0,0.0,1.0
2017-05-04,447.0,448.8,435.35,436.5,436.5,514416.0,0.0,1.0
2017-05-03,452.8,456.35,444.6,446.65,446.65,339662.0,0.0,1.0
2017-05-02,457.8,457.8,448.9,451.65,451.65,381141.0,0.0,1.0
2017-04-28,458.9,461.45,454.8,457.8,457.8,368672.0,0.0,1.0
2017-04-27,453.0,461.3,453.0,455.95,455.95,522463.0,0.0,1.0
2017-04-26,448.7,454.4,445.6,450.8,450.8,903160.0,0.0,1.0
2017-04-25,447.8,447.8,443.5,445.6,445.6,307085.0,0.0,1.0
2017-04-24,440.7,449.0,439.05,445.1,445.1,502136.0,0.0,1.0
2017-04-21,447.5,447.95,437.0,440.4,440.4,689180.0,0.0,1.0
2017-04-20,447.9,447.9,442.5,444.0,444.0,440999.0,0.0,1.0
2017-04-19,445.0,449.1,438.2,443.55,443.55,589375.0,0.0,1.0
2017-04-18,450.0,455.8,442.5,444.1,444.1,428133.0,0.0,1.0
2017-04-17,452.9,455.7,447.35,449.5,449.5,423227.0,0.0,1.0
2017-04-13,469.35,469.35,451.2,452.95,452.95,663863.0,0.0,1.0
2017-04-12,471.9,471.9,462.05,465.2,465.2,381031.0,0.0,1.0
2017-04-11,477.0,478.45,471.4,472.75,472.75,594211.0,0.0,1.0
2017-04-10,470.0,478.15,468.0,475.05,475.05,520240.0,0.0,1.0
2017-04-07,469.8,480.0,466.55,468.0,468.0,552994.0,0.0,1.0
2017-04-06,474.4,478.75,470.7,473.05,473.05,469170.0,0.0,1.0
2017-04-05,473.0,474.95,467.15,473.55,473.55,283721.0,0.0,1.0
2017-04-03,469.0,472.25,467.75,470.45,470.45,396149.0,0.0,1.0
2017-03-31,467.0,472.5,464.1,465.95,465.95,797627.0,0.0,1.0
2017-03-30,464.7,469.7,463.0,468.4,468.4,672046.0,0.0,1.0
2017-03-29,475.0,475.0,463.75,469.1,469.1,504661.0,0.0,1.0
2017-03-28,469.9,473.1,468.0,472.4,472.4,195210.0,0.0,1.0
2017-03-27,470.0,470.0,462.4,465.5,465.5,941186.0,0.0,1.0
2017-03-24,472.0,474.7,467.65,470.5,470.5,313779.0,0.0,1.0
2017-03-23,460.7,475.9,460.7,471.8,471.8,449713.0,0.0,1.0
2017-03-22,471.0,471.0,458.6,459.9,459.9,427596.0,0.0,1.0
2017-03-21,476.0,477.35,470.7,473.35,473.35,206191.0,0.0,1.0
2017-03-20,477.4,478.2,471.3,476.05,476.05,281741.0,0.0,1.0
2017-03-17,482.6,484.3,472.4,476.35,476.35,314915.0,0.0,1.0
2017-03-16,476.9,481.5,476.15,480.4,480.4,1833905.0,0.0,1.0
2017-03-15,474.25,476.5,470.65,473.35,473.35,476602.0,0.0,1.0
2017-03-14,480.0,482.5,468.7,469.65,469.65,662834.0,0.0,1.0
2017-03-10,472.0,472.0,465.3,468.95,468.95,407708.0,0.0,1.0
2017-03-09,462.6,469.8,461.5,467.6,467.6,338535.0,0.0,1.0
2017-03-08,470.0,470.0,461.4,462.65,462.65,338660.0,0.0,1.0
2017-03-07,470.7,475.8,465.5,467.1,467.1,507504.0,0.0,1.0
2017-03-06,462.0,472.3,462.0,470.7,470.7,489685.0,0.0,1.0
2017-03-03,463.0,467.0,458.7,460.1,460.1,420227.0,0.0,1.0
2017-03-02,458.8,467.9,453.3,461.05,461.05,1049729.0,0.0,1.0
2017-03-01,457.5,457.5,448.0,449.1,449.1,467953.0,0.0,1.0
2017-02-28,459.7,459.7,454.1,456.15,456.15,252303.0,0.0,1.0
2017-02-27,465.0,465.0,455.1,457.3,457.3,709474.0,0.0,1.0
2017-02-23,464.0,464.9,457.65,462.0,462.0,559233.0,0.0,1.0
2017-02-22,461.0,466.7,456.65,460.15,460.15,653447.0,0.0,1.0
2017-02-21,458.0,462.75,454.7,458.95,458.95,648219.0,0.0,1.0
2017-02-20,452.0,458.25,449.45,455.5,455.5,533916.0,0.0,1.0
2017-02-17,448.9,456.8,442.75,452.7,452.7,926504.0,0.0,1.0
2017-02-16,442.0,447.75,436.0,445.9,445.9,968146.0,0.0,1.0
2017-02-15,449.0,453.25,435.0,436.55,436.55,3628635.0,0.0,1.0
2017-02-14,503.85,506.4,468.3,486.8,486.8,1242271.0,0.0,1.0
2017-02-13,512.0,513.0,503.8,505.4,505.4,286215.0,0.0,1.0
2017-02-10,512.5,514.7,506.6,509.4,509.4,345699.0,0.0,1.0
2017-02-09,517.7,518.15,506.15,512.8,512.8,379479.0,0.0,1.0
2017-02-08,510.2,515.0,507.0,513.0,513.0,355443.0,0.0,1.0
2017-02-07,527.8,527.8,501.95,506.8,506.8,726816.0,0.0,1.0
2017-02-06,524.5,531.35,523.7,525.3,525.3,228656.0,0.0,1.0
2017-02-03,534.4,534.4,520.0,522.5,522.5,322716.0,0.0,1.0
2017-02-02,541.9,541.9,527.05,530.85,530.85,1405061.0,0.0,1.0
2017-02-01,525.55,544.8,523.0,541.7,541.7,308726.0,0.0,1.0
2017-01-31,531.5,531.5,518.0,523.6,523.6,285965.0,0.0,1.0
2017-01-30,542.0,543.2,530.85,532.5,532.5,182094.0,0.0,1.0
2017-01-27,552.45,553.0,539.9,544.35,544.35,575424.0,0.0,1.0
2017-01-25,542.1,550.0,541.7,548.0,548.0,245448.0,0.0,1.0
2017-01-24,533.0,542.85,532.6,541.4,541.4,449551.0,0.0,1.0
2017-01-23,522.0,534.55,522.0,532.15,532.15,263311.0,0.0,1.0
2017-01-20,529.0,529.2,521.75,523.15,523.15,169627.0,0.0,1.0
2017-01-19,523.15,535.0,523.15,530.7,530.7,446639.0,0.0,1.0
2017-01-18,524.9,529.6,521.5,523.15,523.15,1689922.0,0.0,1.0
2017-01-17,527.05,530.65,521.0,523.25,523.25,398811.0,0.0,1.0
2017-01-16,517.2,529.2,517.2,526.55,526.55,473428.0,0.0,1.0
2017-01-13,520.1,523.5,507.4,514.65,514.65,393121.0,0.0,1.0
2017-01-12,519.05,524.0,513.25,518.35,518.35,378656.0,0.0,1.0
2017-01-11,518.2,525.0,517.3,518.9,518.9,375665.0,0.0,1.0
2017-01-10,505.7,516.55,505.1,515.3,515.3,767765.0,0.0,1.0
2017-01-09,500.1,504.45,492.55,500.35,500.35,391675.0,0.0,1.0
2017-01-06,506.0,507.85,496.4,497.8,497.8,451099.0,0.0,1.0
2017-01-05,496.1,503.2,495.0,501.95,501.95,539024.0,0.0,1.0
2017-01-04,485.0,493.6,484.6,486.5,486.5,414780.0,0.0,1.0
2017-01-03,491.0,492.75,479.45,481.25,481.25,823203.0,0.0,1.0
2017-01-02,474.95,488.5,469.2,487.25,487.25,415721.0,0.0,1.0
2016-12-30,471.25,475.0,467.55,471.35,471.35,354332.0,0.0,1.0
2016-12-29,464.9,472.4,459.35,470.75,470.75,217985.0,0.0,1.0
2016-12-28,467.0,467.85,462.0,463.15,463.15,209087.0,0.0,1.0
2016-12-27,459.05,467.9,457.6,466.5,466.5,232275.0,0.0,1.0
2016-12-26,464.25,464.55,455.8,458.3,458.3,228994.0,0.0,1.0
2016-12-23,466.4,468.3,460.0,466.15,466.15,365965.0,0.0,1.0
2016-12-22,468.8,472.9,465.25,469.65,469.65,389861.0,0.0,1.0
2016-12-21,472.8,474.85,467.5,468.75,468.75,199870.0,0.0,1.0
2016-12-20,472.55,475.0,469.5,472.8,472.8,241810.0,0.0,1.0
2016-12-19,471.0,478.15,465.8,471.7,471.7,342015.0,0.0,1.0
2016-12-16,464.05,475.0,464.05,472.5,472.5,511544.0,0.0,1.0
2016-12-15,469.05,473.2,462.0,463.45,463.45,494308.0,0.0,1.0
2016-12-14,471.95,476.6,462.8,472.6,472.6,590518.0,0.0,1.0
2016-12-13,476.8,477.0,461.8,470.35,470.35,1421583.0,0.0,1.0
2016-12-12,463.5,463.5,451.05,454.55,454.55,293796.0,0.0,1.0
2016-12-09,462.55,468.4,460.4,464.05,464.05,366208.0,0.0,1.0
2016-12-08,449.0,464.8,449.0,461.3,461.3,789679.0,0.0,1.0
2016-12-07,440.0,448.9,439.25,445.25,445.25,356657.0,0.0,1.0
2016-12-06,440.0,445.8,438.2,441.35,441.35,389671.0,0.0,1.0
2016-12-05,434.6,441.0,429.0,439.6,439.6,564529.0,0.0,1.0
2016-12-02,445.0,453.8,431.2,433.05,433.05,1248595.0,0.0,1.0
2016-12-01,458.0,458.45,446.4,448.15,448.15,469966.0,0.0,1.0
2016-11-30,460.0,463.9,455.4,459.35,459.35,399397.0,0.0,1.0
2016-11-29,456.7,465.9,453.35,459.8,459.8,431420.0,0.0,1.0
2016-11-28,454.8,459.95,451.0,454.8,454.8,323531.0,0.0,1.0
2016-11-25,454.9,456.0,443.65,453.25,453.25,663499.0,0.0,1.0
2016-11-24,468.0,468.0,450.0,453.05,453.05,557557.0,0.0,1.0
2016-11-23,467.0,475.0,462.1,471.4,471.4,364408.0,0.0,1.0
2016-11-22,463.3,471.15,453.5,464.9,464.9,406079.0,0.0,1.0
2016-11-21,468.5,472.6,451.55,456.9,456.9,430117.0,0.0,1.0
2016-11-18,470.0,473.5,462.1,471.0,471.0,426532.0,0.0,1.0
2016-11-17,461.0,476.2,459.8,472.6,472.6,1197547.0,0.0,1.0
2016-11-16,467.0,471.5,450.0,457.9,457.9,749841.0,0.0,1.0
2016-11-15,485.7,486.7,451.6,457.25,457.25,1176122.0,0.0,1.0
2016-11-11,529.8,530.0,505.25,507.4,507.4,517900.0,0.0,1.0
2016-11-10,536.9,549.2,532.0,534.15,534.15,648751.0,0.0,1.0
2016-11-09,501.0,543.4,500.0,534.4,534.4,926102.0,0.0,1.0
2016-11-08,517.0,542.25,516.3,540.2,540.2,1194742.0,0.0,1.0
2016-11-07,513.0,520.9,505.5,507.3,507.3,501442.0,0.0,1.0
2016-11-04,510.0,515.95,501.85,512.1,512.1,588198.0,0.0,1.0
2016-11-03,511.7,521.5,506.0,510.25,510.25,628245.0,0.0,1.0
2016-11-02,525.0,526.5,513.0,514.0,514.0,769898.0,0.0,1.0
2016-11-01,533.0,538.3,525.2,530.95,530.95,657070.0,0.0,1.0
2016-10-28,526.0,539.15,525.05,535.85,535.85,459170.0,0.0,1.0
2016-10-27,514.0,525.65,510.65,521.85,521.85,925997.0,0.0,1.0
2016-10-26,550.85,550.85,523.95,529.5,529.5,738437.0,0.0,1.0
2016-10-25,547.7,560.85,547.7,553.1,553.1,570629.0,0.0,1.0
2016-10-24,545.1,563.0,543.5,559.1,559.1,545703.0,0.0,1.0
2016-10-21,547.5,550.1,542.0,544.55,544.55,301526.0,0.0,1.0
2016-10-20,554.0,554.4,546.5,547.3,547.3,425385.0,0.0,1.0
2016-10-19,551.8,554.5,545.1,550.25,550.25,507103.0,0.0,1.0
2016-10-18,550.0,555.5,549.0,553.55,553.55,321279.0,0.0,1.0
2016-10-17,557.5,558.1,545.2,547.05,547.05,245365.0,0.0,1.0
2016-10-14,546.9,557.25,546.1,555.45,555.45,528146.0,0.0,1.0
2016-10-13,558.65,559.4,537.05,544.3,544.3,893818.0,0.0,1.0
2016-10-10,570.2,571.05,561.0,562.1,562.1,212406.0,0.0,1.0
2016-10-07,554.0,567.0,552.85,565.7,565.7,836483.0,0.0,1.0
2016-10-06,563.0,564.2,549.0,551.25,551.25,438414.0,0.0,1.0
2016-10-05,555.0,561.5,549.8,558.1,558.1,544654.0,0.0,1.0
2016-10-04,547.0,550.9,541.0,549.35,549.35,488446.0,0.0,1.0
2016-10-03,542.9,546.25,539.65,540.7,540.7,371666.0,0.0,1.0
2016-09-30,525.2,536.6,522.1,534.75,534.75,522539.0,0.0,1.0
2016-09-29,545.0,546.9,517.2,526.2,526.2,538737.0,0.0,1.0
2016-09-28,532.1,545.35,531.75,539.85,539.85,831294.0,0.0,1.0
2016-09-27,536.55,542.0,530.7,531.95,531.95,514701.0,0.0,1.0
2016-09-26,552.0,552.0,533.8,535.55,535.55,586754.0,0.0,1.0
2016-09-23,560.0,560.0,551.5,553.35,553.35,480870.0,0.0,1.0
2016-09-22,560.0,562.0,551.85,558.3,558.3,450705.0,0.0,1.0
2016-09-21,548.6,556.2,544.5,549.95,549.95,418133.0,0.0,1.0
2016-09-20,554.5,555.65,545.55,547.6,547.6,528048.0,0.0,1.0
2016-09-19,553.8,555.45,549.7,553.5,553.5,1214715.0,0.0,1.0
2016-09-16,560.1,568.0,546.4,548.9,548.9,572507.0,0.0,1.0
2016-09-15,561.4,566.0,555.65,557.25,557.25,371007.0,0.0,1.0
2016-09-14,555.15,565.9,544.3,561.4,561.4,1262905.0,0.0,1.0
2016-09-12,557.25,559.9,549.45,554.15,554.15,1073646.0,0.0,1.0
2016-09-09,580.0,580.1,571.7,573.0,573.0,342627.0,0.0,1.0
2016-09-08,589.05,591.35,577.8,584.55,584.55,512782.0,0.0,1.0
2016-09-07,590.0,598.6,584.5,587.7,587.7,2928176.0,0.0,1.0
2016-09-06,555.0,593.1,555.0,589.35,589.35,2529347.0,0.0,1.0
2016-09-02,552.0,555.5,548.3,549.8,549.8,1984134.0,0.0,1.0
2016-09-01,540.05,546.7,539.5,543.65,543.65,1790886.0,0.0,1.0
2016-08-31,529.0,548.15,529.0,537.45,537.45,1887721.0,0.0,1.0
2016-08-30,529.7,530.8,524.05,528.3,528.3,1408605.0,0.0,1.0
2016-08-29,520.0,528.05,515.8,524.7,524.7,2203887.0,0.0,1.0
2016-08-26,500.35,515.0,486.1,503.65,503.65,1923098.0,0.0,1.0
2016-08-25,498.05,503.1,491.25,493.75,493.75,351128.0,0.0,1.0
2016-08-24,504.55,505.9,493.8,498.0,498.0,664505.0,0.0,1.0
2016-08-23,504.1,508.6,500.35,503.55,503.55,844672.0,0.0,1.0
2016-08-22,510.0,513.5,503.0,503.75,503.75,849012.0,0.0,1.0
2016-08-19,514.0,514.8,508.25,510.0,510.0,551765.0,0.0,1.0
2016-08-18,512.0,518.0,511.1,511.95,511.95,1011071.0,0.0,1.0
2016-08-17,511.9,514.35,506.4,510.25,510.25,473514.0,0.0,1.0
2016-08-16,514.7,515.0,503.2,506.9,506.9,1046769.0,0.0,1.0
2016-08-12,509.35,518.5,505.0,515.25,515.25,847928.0,0.0,1.0
2016-08-11,502.4,505.0,495.45,502.3,502.3,368498.0,0.0,1.0
2016-08-10,515.0,516.0,502.2,503.3,503.3,741168.0,0.0,1.0
2016-08-09,521.0,522.0,509.8,513.7,513.7,511128.0,0.0,1.0
2016-08-08,517.9,522.2,513.55,513.95,513.95,773578.0,0.0,1.0
2016-08-05,506.0,519.3,502.25,516.35,516.35,612995.0,0.0,1.0
2016-08-04,491.0,501.8,488.25,500.3,500.3,716551.0,0.0,1.0
2016-08-03,495.35,499.8,476.25,479.15,479.15,549891.0,0.0,1.0
2016-08-02,511.0,511.15,492.0,493.85,493.85,374693.0,0.0,1.0
2016-08-01,504.0,514.85,504.0,508.1,508.1,543191.0,0.0,1.0
2016-07-29,507.0,510.35,501.0,503.0,503.0,344952.0,0.0,1.0
2016-07-28,511.0,512.05,499.1,505.85,505.85,319385.0,0.0,1.0
2016-07-27,505.0,513.0,505.0,510.1,510.1,431415.0,0.0,1.0
2016-07-26,506.6,513.5,501.65,503.15,503.15,723526.0,0.0,1.0
2016-07-25,506.5,511.0,503.6,508.9,508.9,464243.0,0.0,1.0
2016-07-22,495.0,507.9,493.1,506.4,506.4,808775.0,0.0,1.0
2016-07-21,498.4,500.0,489.45,490.65,490.65,559960.0,0.0,1.0
2016-07-20,499.0,502.05,492.5,493.8,493.8,1003311.0,0.0,1.0
2016-07-19,494.0,503.5,493.05,498.15,498.15,842523.0,0.0,1.0
2016-07-18,496.9,505.0,490.6,492.65,492.65,814252.0,0.1,1.0
2016-07-15,481.0,501.2,480.0,492.9,492.7999,1387973.0,0.0,1.0
2016-07-14,480.0,489.05,478.9,485.7,485.6014,571338.0,0.0,1.0
2016-07-13,486.0,487.85,478.05,479.95,479.8526,526249.0,0.0,1.0
2016-07-12,485.0,488.65,481.1,484.2,484.1017,1036625.0,0.0,1.0
2016-07-11,471.1,486.4,471.1,484.5,484.4017,1514220.0,0.0,1.0
2016-07-08,463.25,467.5,462.9,465.2,465.1056,1440996.0,0.0,1.0
2016-07-07,462.6,465.45,454.0,455.25,455.1576,653643.0,0.0,1.0
2016-07-05,468.9,468.9,459.4,460.55,460.4565,530451.0,0.0,1.0
2016-07-04,467.9,474.8,467.9,468.9,468.8048,807283.0,0.0,1.0
2016-07-01,463.0,464.8,455.0,457.9,457.8071,488359.0,0.0,1.0
2016-06-30,454.0,461.95,452.0,459.25,459.1568,912471.0,0.0,1.0
2016-06-29,445.2,449.5,445.2,447.1,447.0092,487858.0,0.0,1.0
2016-06-28,449.9,449.9,438.35,440.35,440.2606,913074.0,0.0,1.0
2016-06-27,451.0,457.45,443.7,448.6,448.5089,1155577.0,0.0,1.0
2016-06-24,439.2,453.45,425.0,449.0,448.9089,3569184.0,0.0,1.0
2016-06-23,475.55,489.6,475.55,488.0,487.9009,1231130.0,0.0,1.0
2016-06-22,483.9,484.7,468.15,472.5,472.4041,754047.0,0.0,1.0
2016-06-21,482.5,486.15,477.25,485.0,484.9016,604083.0,0.0,1.0
2016-06-20,463.5,483.15,460.4,481.65,481.5522,906766.0,0.0,1.0
2016-06-17,460.0,464.9,457.4,463.2,463.106,717575.0,0.0,1.0
2016-06-16,451.5,455.0,446.25,454.0,453.9078,608911.0,0.0,1.0
2016-06-15,450.0,453.0,447.35,452.2,452.1082,526783.0,0.0,1.0
2016-06-14,448.1,453.75,441.2,448.4,448.309,1047844.0,0.0,1.0
2016-06-13,450.0,451.0,436.9,444.25,444.1598,840975.0,0.0,1.0
2016-06-10,467.9,467.9,455.1,457.2,457.1072,440858.0,0.0,1.0
2016-06-09,467.8,470.25,464.75,466.7,466.6053,473127.0,0.0,1.0
2016-06-08,465.0,468.7,462.95,466.3,466.2053,3469132.0,0.0,1.0
2016-06-07,466.95,467.0,458.65,463.05,462.956,1169024.0,0.0,1.0
2016-06-06,457.25,464.9,450.5,460.75,460.6565,608593.0,0.0,1.0
2016-06-03,456.55,461.75,452.3,453.9,453.8079,784791.0,0.0,1.0
2016-06-02,445.0,460.3,443.95,453.2,453.108,1105284.0,0.0,1.0
2016-06-01,455.7,458.2,446.25,449.2,449.1088,720409.0,0.0,1.0
2016-05-31,456.3,463.9,444.15,458.2,458.107,3231089.0,0.0,1.0
2016-05-30,405.4,421.9,401.6,420.55,420.4646,1171008.0,0.0,1.0
2016-05-27,400.0,404.65,395.95,403.5,403.4181,672984.0,0.0,1.0
2016-05-26,399.0,401.7,396.85,399.3,399.2189,318249.0,0.0,1.0
2016-05-25,393.55,399.7,393.55,397.0,396.9194,507837.0,0.0,1.0
2016-05-24,384.4,392.0,382.35,389.25,389.171,541437.0,0.0,1.0
2016-05-23,388.0,389.9,380.55,382.75,382.6723,523527.0,0.0,1.0
2016-05-20,386.25,392.5,383.3,384.55,384.4719,591312.0,0.0,1.0
2016-05-19,385.25,393.15,383.1,387.7,387.6213,1297826.0,0.0,1.0
2016-05-18,384.0,387.4,381.8,385.0,384.9219,935847.0,0.0,1.0
2016-05-17,391.5,395.0,387.3,389.9,389.8209,554187.0,0.0,1.0
2016-05-16,393.8,396.75,389.6,392.55,392.4703,500083.0,0.0,1.0
2016-05-13,390.0,393.8,385.85,390.0,389.9208,803589.0,0.0,1.0
2016-05-12,384.0,388.6,380.0,387.2,387.1214,575091.0,0.0,1.0
2016-05-11,386.0,391.9,376.05,380.1,380.0228,1034617.0,0.0,1.0
2016-05-10,401.0,401.85,387.2,388.9,388.8211,748851.0,0.0,1.0
2016-05-09,401.0,405.25,395.55,403.35,403.2681,749845.0,0.0,1.0
2016-05-06,390.4,400.65,384.45,398.7,398.6191,567722.0,0.0,1.0
2016-05-05,383.5,395.95,383.5,391.2,391.1206,561389.0,0.0,1.0
2016-05-04,406.75,406.75,380.5,381.8,381.7225,1148659.0,0.0,1.0
2016-05-03,411.4,421.85,407.7,409.5,409.4169,1002103.0,0.0,1.0
2016-05-02,410.0,410.4,395.0,407.3,407.2173,310585.0,0.0,1.0
2016-04-29,410.05,413.7,403.5,408.85,408.767,659186.0,0.0,1.0
2016-04-28,419.8,420.85,409.1,410.9,410.8166,825129.0,0.0,1.0
2016-04-27,419.95,425.0,414.75,418.6,418.515,370072.0,0.0,1.0
2016-04-26,410.0,423.5,405.35,419.3,419.2149,523458.0,0.0,1.0
2016-04-25,417.8,418.0,410.0,411.35,411.2665,252540.0,0.0,1.0
2016-04-22,411.45,419.9,408.3,416.95,416.8654,491312.0,0.0,1.0
2016-04-21,408.7,417.0,406.1,411.45,411.3665,556856.0,0.0,1.0
2016-04-20,409.7,410.1,401.1,404.05,403.968,444042.0,0.0,1.0
2016-04-18,408.85,409.45,402.55,407.1,407.0174,288132.0,0.0,1.0
2016-04-13,399.85,411.65,398.3,408.55,408.4671,836729.0,0.0,1.0
2016-04-12,389.4,396.65,387.25,395.1,395.0198,625137.0,0.0,1.0
2016-04-11,373.25,387.2,373.25,385.85,385.7717,505385.0,0.0,1.0
