,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2014-06-06,431.3845,435.3421,424.1618,433.9075,432.8833,662470.0,0.0,1.0
2014-06-05,417.2359,431.3845,412.5856,430.1972,429.1818,816139.0,0.0,1.0
2014-06-04,420.2536,424.5575,414.6634,417.2359,416.2511,417926.0,0.0,1.0
2014-06-03,412.5856,419.3631,411.7446,415.9991,415.0172,432121.0,0.0,1.0
2014-06-02,413.575,418.0274,406.4018,416.6422,415.6588,293687.0,0.0,1.0
2014-05-30,409.3206,417.4338,402.741,411.052,410.0817,592828.0,0.0,1.0
2014-05-29,420.5009,428.07,417.2853,419.3136,418.3239,336447.0,0.0,1.0
2014-05-28,431.8792,431.8792,419.0168,424.3102,423.3087,415313.0,0.0,1.0
2014-05-27,439.2998,446.1268,428.911,431.8297,430.8104,323664.0,0.0,1.0
2014-05-26,432.3739,448.6003,431.3845,438.6072,437.572,875466.0,0.0,1.0
2014-05-23,424.2607,435.2432,420.6494,426.8332,425.8257,536613.0,0.0,1.0
2014-05-22,431.3845,436.3316,423.9639,425.8438,424.8386,440853.0,0.0,1.0
2014-05-21,435.8369,439.9429,429.4551,432.4728,431.452,355827.0,0.0,1.0
2014-05-20,440.3882,446.9678,432.0276,435.0948,434.0679,498001.0,0.0,1.0
2014-05-19,449.8371,452.9537,438.2115,439.6461,438.6084,421874.0,0.0,1.0
2014-05-16,435.3421,459.286,435.3421,445.0384,443.988,1088457.0,0.0,1.0
2014-05-15,440.2892,443.9995,432.4728,434.6496,433.6237,361248.0,0.0,1.0
2014-05-14,435.3421,441.0808,429.5541,437.7167,436.6835,272071.0,0.0,1.0
2014-05-13,443.2575,450.7275,433.957,436.1337,435.1043,494672.0,0.0,1.0
2014-05-12,421.9851,441.2786,421.9851,440.2892,439.25,917460.0,0.0,1.0
2014-05-09,419.7589,424.4586,414.9602,422.9745,421.9761,316367.0,0.0,1.0
2014-05-08,413.1298,419.5115,413.1298,417.6811,416.6952,163623.0,0.0,1.0
2014-05-07,414.5645,416.9885,411.0026,412.0909,411.1182,180096.0,0.0,1.0
2014-05-06,410.6068,417.1864,410.1121,413.8719,412.8951,216977.0,0.0,1.0
2014-05-05,405.6597,411.3489,404.6703,409.8647,408.8973,241322.0,0.0,1.0
2014-05-02,411.7941,415.5044,406.8965,410.31,409.3415,243540.0,0.0,1.0
2014-04-30,408.3806,413.575,400.5148,410.0626,409.0947,326578.0,0.0,1.0
2014-04-29,412.6351,414.5645,403.7798,404.8187,403.8632,222875.0,0.0,1.0
2014-04-28,419.3136,419.3631,410.7057,412.0909,411.1182,239507.0,0.0,1.0
2014-04-25,417.7801,425.9427,417.7801,419.3136,418.3239,239439.0,0.0,1.0
2014-04-23,426.8332,428.812,418.0274,420.9462,419.9526,258933.0,0.0,1.0
2014-04-22,426.4374,429.9993,421.9356,424.5081,423.5061,362832.0,0.0,1.0
2014-04-21,420.5009,429.9004,419.9073,427.3774,426.3686,348160.0,0.0,1.0
2014-04-17,409.6174,425.6954,409.6174,424.1123,423.1113,761413.0,0.0,1.0
2014-04-16,408.2817,414.3666,405.264,406.847,405.8867,357139.0,0.0,1.0
2014-04-15,419.8578,424.2112,405.3629,407.9849,407.022,302135.0,0.0,1.0
2014-04-11,425.448,433.0665,417.6316,418.7695,417.7811,574966.0,0.0,1.0
2014-04-10,417.5822,430.3951,417.5822,426.2395,425.2335,602290.0,0.0,1.0
2014-04-09,401.6526,418.5221,401.6526,416.5433,415.5601,391428.0,0.0,1.0
2014-04-07,399.7232,419.1158,395.9635,398.9812,398.0395,417593.0,0.0,1.0
2014-04-04,409.2711,409.2711,400.218,400.8116,399.8655,387923.0,0.0,1.0
2014-04-03,410.6563,413.4266,402.5925,406.8965,405.9361,368956.0,0.0,1.0
2014-04-02,401.7021,409.9142,400.7127,409.1722,408.2064,998300.0,0.0,1.0
2014-04-01,398.7338,401.2568,395.4688,398.7338,397.7926,540189.0,0.0,1.0
2014-03-31,395.7656,399.9706,392.6984,394.1331,393.2029,295125.0,0.0,1.0
2014-03-28,395.7656,398.7338,390.8185,392.2532,391.3274,364466.0,0.0,1.0
2014-03-27,398.0907,400.6137,389.9775,392.6489,391.7222,356235.0,0.0,1.0
2014-03-26,389.7796,398.5359,389.7796,397.0024,396.0654,500836.0,0.0,1.0
2014-03-25,389.8291,389.8291,382.9032,386.564,385.6516,344968.0,0.0,1.0
2014-03-24,387.8503,390.2743,385.2283,386.9598,386.0464,312589.0,0.0,1.0
2014-03-21,377.8077,385.8715,377.8077,385.0304,384.1216,361199.0,0.0,1.0
2014-03-20,379.6381,380.9244,375.1363,376.0763,375.1886,283663.0,0.0,1.0
2014-03-19,380.9244,383.4474,375.631,380.4791,379.581,580264.0,0.0,1.0
2014-03-18,388.8397,393.0942,376.3731,377.3625,376.4718,543847.0,0.0,1.0
2014-03-14,379.935,390.3238,378.9456,389.1365,388.218,327724.0,0.0,1.0
2014-03-13,388.8397,392.3521,381.0233,383.8926,382.9864,453339.0,0.0,1.0
2014-03-12,393.2921,393.391,383.8926,384.6347,383.7268,385153.0,0.0,1.0
2014-03-11,387.9492,400.218,387.9492,393.8857,392.956,656059.0,0.0,1.0
2014-03-10,399.4759,402.4441,389.4333,391.709,390.7845,690756.0,0.0,1.0
2014-03-07,403.483,411.3489,401.4053,404.6703,403.7151,576528.0,0.0,1.0
2014-03-06,406.6491,407.6386,400.218,403.6314,402.6787,466576.0,0.0,1.0
2014-03-05,410.6068,411.8436,403.1862,405.4618,404.5048,307482.0,0.0,1.0
2014-03-04,407.0944,415.8507,401.7021,408.529,407.5648,456293.0,0.0,1.0
2014-03-03,409.2216,409.6174,403.8788,406.3028,405.3438,517216.0,0.0,1.0
2014-02-28,405.6597,413.575,400.4158,412.6351,411.6611,1279450.0,0.0,1.0
2014-02-26,393.7868,398.2391,391.9069,396.2108,395.2756,411377.0,0.0,1.0
2014-02-25,395.073,395.5182,389.2355,394.3804,393.4495,314813.0,0.0,1.0
2014-02-24,391.9563,396.3098,389.8786,392.4016,391.4754,453526.0,0.0,1.0
2014-02-21,390.8185,393.391,388.8397,391.7585,390.8339,652645.0,0.0,1.0
2014-02-20,386.8609,390.8185,384.882,387.0587,386.1451,582768.0,0.0,1.0
2014-02-19,387.2072,388.5429,383.4969,387.3061,386.392,285707.0,0.0,1.0
2014-02-18,383.5463,390.2249,381.3696,387.3061,386.392,512134.0,0.0,1.0
2014-02-17,386.1188,391.2638,380.1823,382.2601,381.3579,802924.0,0.0,1.0
2014-02-14,375.0374,384.882,375.0374,384.041,383.1345,801750.0,0.0,1.0
2014-02-13,375.8784,379.3413,370.7334,371.9702,371.0923,769769.0,0.0,1.0
2014-02-12,371.5249,378.8466,370.6345,372.0691,371.1909,1319106.0,0.0,1.0
2014-02-11,377.2141,378.4014,367.0231,370.3377,369.4636,1585571.0,0.0,1.0
2014-02-10,361.1361,363.3623,356.189,360.1467,359.2967,742215.0,0.0,1.0
2014-02-07,355.1996,359.3057,352.4787,357.0795,356.2367,421775.0,0.0,1.0
2014-02-06,350.2031,356.189,345.5034,353.8639,353.0286,1326567.0,0.0,1.0
2014-02-05,338.8743,354.7049,335.906,352.0335,351.2026,1045629.0,0.0,1.0
2014-02-04,327.5455,343.2277,327.5455,342.2383,341.4305,1038866.0,0.0,1.0
2014-02-03,344.3161,346.196,332.0473,333.0367,332.2506,555199.0,0.0,1.0
2014-01-31,356.9806,356.9806,343.4256,346.1465,345.3295,644492.0,0.0,1.0
2014-01-30,345.8991,362.7686,345.3055,357.3763,356.5328,544975.0,0.0,1.0
2014-01-29,356.0406,358.6131,346.7401,348.1253,347.3036,351351.0,0.0,1.0
2014-01-28,340.3584,355.447,340.3584,352.4787,351.6467,389693.0,0.0,1.0
2014-01-27,361.9276,361.9276,341.7931,344.1182,343.306,771555.0,0.0,1.0
2014-01-24,375.9773,377.9561,365.3411,366.5779,365.7127,313286.0,0.0,1.0
2014-01-23,380.9244,384.882,376.3236,378.9456,378.0511,407294.0,0.0,1.0
2014-01-22,377.5604,383.1011,376.1257,381.2212,380.3214,435909.0,0.0,1.0
2014-01-21,369.5461,383.299,368.3588,380.5781,379.6798,868532.0,0.0,1.0
2014-01-20,366.6768,372.5638,366.0832,370.6345,369.7597,338728.0,0.0,1.0
2014-01-17,366.5779,369.8924,363.1149,365.7369,364.8736,742533.0,0.0,1.0
2014-01-16,375.2847,375.4826,363.0655,365.8358,364.9723,420156.0,0.0,1.0
2014-01-15,370.0408,373.7511,368.9525,372.7617,371.8819,425066.0,0.0,1.0
2014-01-14,370.8324,371.0797,364.5001,367.8641,366.9958,221864.0,0.0,1.0
2014-01-13,370.0408,375.2353,366.5779,372.0691,371.1909,1318722.0,0.0,1.0
2014-01-10,363.016,366.6768,362.2245,364.2528,363.393,976780.0,0.0,1.0
2014-01-09,367.0726,368.9525,361.1856,364.2528,363.393,215744.0,0.0,1.0
2014-01-08,363.1149,367.8146,359.1573,366.3305,365.4658,401338.0,0.0,1.0
2014-01-07,363.1149,366.0832,359.9983,361.4329,360.5798,272253.0,0.0,1.0
2014-01-06,362.6202,366.0832,360.3446,362.9665,362.1098,587018.0,0.0,1.0
2014-01-03,364.1043,364.1043,356.2385,358.8604,358.0134,602062.0,0.0,1.0
2014-01-02,371.0797,372.0197,365.0938,368.0125,367.1439,374232.0,0.0,1.0
2014-01-01,374.0974,374.6911,370.0408,370.9313,370.0558,179950.0,0.0,1.0
2013-12-31,370.9313,374.048,370.9313,372.4154,371.5364,444011.0,0.0,1.0
2013-12-30,367.5178,373.8006,367.5178,370.585,369.7103,322467.0,0.0,1.0
2013-12-27,364.2033,370.2882,364.2033,367.221,366.3542,301875.0,0.0,1.0
2013-12-26,367.5673,372.6133,364.1538,366.2811,365.4165,366818.0,0.0,1.0
2013-12-24,370.5355,371.7228,367.6168,368.6556,367.7854,252989.0,0.0,1.0
2013-12-23,368.5567,374.0974,368.5567,370.9808,370.1052,218229.0,0.0,1.0
2013-12-20,364.1043,371.9207,361.1856,369.1009,368.2297,937505.0,0.0,1.0
2013-12-19,367.3199,368.7546,360.3446,365.0938,364.2321,468862.0,0.0,1.0
2013-12-18,361.4329,367.0231,358.8604,364.7969,363.9359,488629.0,0.0,1.0
2013-12-17,367.6662,370.7334,361.1361,362.8181,361.9617,377378.0,0.0,1.0
2013-12-16,366.0832,367.0726,362.1255,363.9065,363.0476,329018.0,0.0,1.0
2013-12-13,359.1573,367.6168,359.1573,366.3305,365.4658,1114836.0,0.0,1.0
2013-12-12,370.6345,373.0091,355.5459,356.7827,355.9405,1637692.0,0.0,1.0
2013-12-11,380.9244,381.9138,372.1681,373.8006,372.9183,997472.0,0.0,1.0
2013-12-10,390.6206,392.0553,383.8926,386.3662,385.4542,690231.0,0.0,1.0
2013-12-09,395.7656,397.7444,383.0516,388.5923,387.6751,1649192.0,0.0,1.0
2013-12-06,383.5958,390.3238,381.9138,386.8609,385.9477,1026894.0,0.0,1.0
2013-12-05,395.8645,397.1508,384.2884,386.1683,385.2568,535132.0,0.0,1.0
2013-12-04,395.3698,396.2603,386.3662,388.8397,387.9219,518398.0,0.0,1.0
2013-12-03,397.7444,399.2285,391.0164,395.073,394.1405,1445630.0,0.0,1.0
2013-12-02,393.2921,399.3275,391.9069,395.6172,394.6834,1423590.0,0.0,1.0
2013-11-29,393.7868,397.2497,390.9175,394.3804,393.4495,702219.0,0.0,1.0
2013-11-28,398.2391,400.7127,390.5712,393.7868,392.8573,669043.0,0.0,1.0
2013-11-27,387.8503,395.6666,387.8503,395.0235,394.0911,831633.0,0.0,1.0
2013-11-26,383.5958,387.2566,374.8395,386.1188,385.2074,672787.0,0.0,1.0
2013-11-25,372.0197,382.1117,372.0197,381.4191,380.5188,554756.0,0.0,1.0
2013-11-22,380.9244,381.8643,367.221,369.2988,368.4271,673072.0,0.0,1.0
2013-11-21,379.836,382.1117,377.2635,378.5003,377.6069,391218.0,0.0,1.0
2013-11-20,384.882,388.2955,379.935,381.6664,380.7656,359615.0,0.0,1.0
2013-11-19,389.8291,391.5111,383.0022,386.6135,385.701,530651.0,0.0,1.0
2013-11-18,382.9032,389.4333,377.9561,388.1471,387.231,1171970.0,0.0,1.0
2013-11-14,366.1821,383.3979,366.1821,381.8643,380.963,2605077.0,0.0,1.0
2013-11-13,357.7226,365.3906,357.7226,361.8782,361.0241,471499.0,0.0,1.0
2013-11-12,374.9879,374.9879,354.2102,356.2385,355.3976,880935.0,0.0,1.0
2013-11-11,377.9561,381.8149,371.0302,373.1575,372.2767,1693759.0,0.0,1.0
2013-11-08,376.571,386.8114,366.0832,380.9244,380.0253,3251710.0,0.0,1.0
2013-11-07,384.882,390.6206,373.3059,376.0763,375.1886,824942.0,0.0,1.0
2013-11-06,394.6772,396.4582,385.9704,386.7619,385.8491,752962.0,0.0,1.0
2013-11-05,383.7937,396.3098,382.9032,390.9669,390.0441,1274252.0,0.0,1.0
2013-11-01,378.4508,385.723,378.4508,380.3802,379.4824,705250.0,0.0,1.0
2013-10-31,374.9879,382.3096,374.5921,376.1752,375.2873,1574050.0,0.0,1.0
2013-10-30,377.9561,380.1328,373.1575,375.4826,374.5963,649860.0,0.0,1.0
2013-10-29,373.108,380.1328,370.9313,377.7583,376.8667,900846.0,0.0,1.0
2013-10-28,372.5144,377.7088,369.4472,373.6027,372.7209,449092.0,0.0,1.0
2013-10-25,374.9879,375.3837,368.8535,372.0691,371.1909,432698.0,0.0,1.0
2013-10-24,373.0091,380.6276,370.3377,375.3837,374.4977,701256.0,0.0,1.0
2013-10-23,376.9667,377.9067,364.3022,370.6345,369.7597,767223.0,0.0,1.0
2013-10-22,375.3342,380.9244,372.0691,375.9278,375.0405,682306.0,0.0,1.0
2013-10-21,375.0868,386.9598,374.5427,375.9278,375.0405,1191701.0,0.0,1.0
2013-10-18,372.0197,377.7583,370.6839,374.6911,373.8067,761799.0,0.0,1.0
2013-10-17,381.9138,382.5569,366.3305,369.4472,368.5752,828550.0,0.0,1.0
2013-10-15,386.8609,388.8397,378.3519,384.981,384.0723,839847.0,0.0,1.0
2013-10-14,381.2707,388.8397,381.0728,386.7125,385.7998,995956.0,0.0,1.0
2013-10-11,371.0302,385.3767,364.5001,381.0728,380.1733,2006987.0,0.0,1.0
2013-10-10,349.461,369.8429,348.2737,367.8146,366.9464,1651797.0,0.0,1.0
2013-10-09,346.3938,352.2314,345.4044,350.302,349.4751,1588196.0,0.0,1.0
2013-10-08,347.4327,355.4964,346.2949,346.938,346.1191,1119259.0,0.0,1.0
2013-10-07,345.3055,349.0653,339.9626,344.2666,343.4541,754720.0,0.0,1.0
2013-10-04,341.2489,360.8393,340.4573,346.0475,345.2307,2283726.0,0.0,1.0
2013-10-03,331.6021,343.574,329.5738,341.1499,340.3447,960738.0,0.0,1.0
2013-10-01,328.4854,336.1534,326.754,331.9484,331.1649,751838.0,0.0,1.0
2013-09-30,332.4431,335.9555,327.1003,328.8317,328.0556,257668.0,0.0,1.0
2013-09-27,338.6269,342.4362,334.5209,336.2523,335.4586,1140814.0,0.0,1.0
2013-09-26,339.0227,343.6235,337.4891,339.6163,338.8147,851233.0,0.0,1.0
2013-09-25,334.9166,343.3267,334.9166,339.1711,338.3705,1579612.0,0.0,1.0
2013-09-24,330.118,338.4291,329.9696,332.8389,332.0533,1168646.0,0.0,1.0
2013-09-23,333.482,337.8354,327.7929,330.3159,329.5363,2069429.0,0.0,1.0
2013-09-20,341.5952,351.143,329.4749,335.1145,334.3235,881696.0,0.0,1.0
2013-09-19,339.369,347.779,337.9343,344.9097,344.0956,1412188.0,0.0,1.0
2013-09-18,338.3796,338.3796,329.8211,333.2841,332.4974,776798.0,0.0,1.0
2013-09-17,324.132,334.1251,324.132,331.5032,330.7208,731495.0,0.0,1.0
2013-09-16,334.8177,337.3902,321.5595,327.4466,326.6737,670144.0,0.0,1.0
2013-09-13,328.4854,334.9166,326.754,329.8211,329.0426,575719.0,0.0,1.0
2013-09-12,337.7365,339.3195,325.7151,329.3264,328.5491,565940.0,0.0,1.0
2013-09-11,346.2949,346.8391,332.641,336.8955,336.1004,1205775.0,0.0,1.0
2013-09-10,316.7114,348.2737,316.7114,345.5034,344.6879,1984868.0,0.0,1.0
2013-09-06,314.6336,316.6125,308.994,314.4358,313.6936,464260.0,0.0,1.0
2013-09-05,311.6654,320.5701,311.6654,313.2979,312.5584,797522.0,0.0,1.0
2013-09-04,297.8136,310.3297,297.8136,307.9551,307.2282,1409699.0,0.0,1.0
2013-09-03,296.4779,307.9056,292.3718,294.1033,293.4091,1038071.0,0.0,1.0
2013-09-02,293.4602,298.4567,289.0573,296.4284,295.7288,858672.0,0.0,1.0
2013-08-30,304.7395,304.9374,290.7888,295.538,294.8404,525865.0,0.0,1.0
2013-08-29,293.856,305.531,292.2234,302.6617,301.9473,1032896.0,0.0,1.0
2013-08-28,287.9195,296.4779,283.3187,294.9938,294.2976,837589.0,0.0,1.0
2013-08-27,292.6687,292.6687,284.8523,287.1774,286.4995,968326.0,0.0,1.0
2013-08-26,297.4178,302.7607,290.6404,294.9443,294.2482,516257.0,0.0,1.0
2013-08-23,291.8771,301.6229,291.1351,297.7147,297.012,858205.0,0.0,1.0
2013-08-22,280.5978,291.6792,279.0147,289.4531,288.7699,696168.0,0.0,1.0
2013-08-21,288.0184,291.6792,275.7002,280.4989,279.8368,845046.0,0.0,1.0
2013-08-20,293.856,294.4001,282.7745,284.506,283.8345,941757.0,0.0,1.0
2013-08-19,303.4038,305.2342,294.4496,298.4073,297.703,660952.0,0.0,1.0
2013-08-16,313.7432,319.6797,307.8562,310.0823,309.3504,1657069.0,0.0,1.0
2013-08-14,293.1634,320.9659,293.1634,315.9199,315.1742,2405180.0,0.0,1.0
2013-08-13,277.0359,291.5803,273.2267,288.0679,287.388,818798.0,0.0,1.0
2013-08-12,279.0147,282.1809,275.3539,278.0253,277.3691,455996.0,0.0,1.0
2013-08-08,281.5872,289.7994,272.5836,275.7497,275.0988,1753938.0,0.0,1.0
2013-08-07,280.9936,283.6155,269.6153,275.8981,275.2469,1928661.0,0.0,1.0
2013-08-06,280.4989,285.6933,277.3327,284.3081,283.637,738023.0,0.0,1.0
2013-08-05,286.9301,300.9797,276.1454,281.5872,280.9226,1254998.0,0.0,1.0
2013-08-02,286.0891,288.9089,279.6084,287.3753,286.697,693216.0,0.0,1.0
2013-08-01,288.9089,290.5909,281.3893,286.0891,285.4139,703598.0,0.0,1.0
2013-07-31,280.9441,289.552,275.0571,287.4742,286.7957,733034.0,0.0,1.0
2013-07-30,291.7782,294.3012,279.7568,281.3893,280.7251,1161971.0,1.0,1.0
2013-07-29,286.6827,293.856,285.1986,292.916,291.227,740246.0,0.0,1.0
2013-07-26,296.8242,298.2588,284.1102,286.7816,285.1279,632779.0,0.0,1.0
2013-07-25,294.3507,299.8914,291.9266,296.6758,294.9651,839915.0,0.0,1.0
2013-07-24,294.8454,297.5663,291.6298,294.3507,292.6534,426070.0,0.0,1.0
2013-07-23,294.6475,298.3578,291.234,295.8842,294.1781,722663.0,0.0,1.0
2013-07-22,289.8983,297.5168,289.8983,294.598,292.8993,726670.0,0.0,1.0
2013-07-19,284.4565,294.3507,284.4565,291.5803,289.899,672320.0,0.0,1.0
2013-07-18,281.983,285.2975,278.1243,284.407,282.767,476575.0,0.0,1.0
2013-07-17,287.6226,287.9689,279.9052,283.1208,281.4883,683075.0,0.0,1.0
2013-07-16,280.0042,289.3046,279.0147,288.4636,286.8003,819158.0,0.0,1.0
2013-07-15,288.711,288.9089,283.1703,285.4954,283.8492,565023.0,0.0,1.0
2013-07-12,281.043,290.6898,281.043,288.8594,287.1937,602819.0,0.0,1.0
2013-07-11,284.9512,289.3046,280.1526,282.3293,280.7013,835952.0,0.0,1.0
2013-07-10,284.9512,285.5449,277.8769,281.142,279.5209,1338883.0,0.0,1.0
2013-07-09,285.4459,287.3753,281.7851,286.0891,284.4395,750885.0,0.0,1.0
2013-07-08,286.3364,287.1279,279.5094,285.1491,283.5048,1084347.0,0.0,1.0
2013-07-05,293.1139,295.0432,290.3435,293.0644,291.3745,1305140.0,0.0,1.0
2013-07-04,281.983,290.2446,279.4105,289.1562,287.4888,1247222.0,0.0,1.0
2013-07-03,279.9052,286.2375,275.156,281.2904,279.6684,1945372.0,0.0,1.0
2013-07-02,284.4565,285.3965,279.1137,283.4176,281.7833,797722.0,0.0,1.0
2013-07-01,277.0359,288.1174,274.2161,286.5838,284.9313,667456.0,0.0,1.0
2013-06-28,271.0994,279.3116,271.0994,278.4706,276.8649,1088957.0,0.0,1.0
2013-06-27,271.6931,273.3751,260.3148,266.6471,265.1096,1979460.0,0.0,1.0
2013-06-26,278.0253,279.7073,266.7955,270.3079,268.7492,1434774.0,0.0,1.0
2013-06-25,280.202,281.5872,269.5658,278.7179,277.1107,1639738.0,0.0,1.0
2013-06-24,281.3399,284.4565,277.5801,280.6473,279.0291,740065.0,0.0,1.0
2013-06-21,282.7745,286.2869,279.2621,284.1102,282.472,1133532.0,0.0,1.0
2013-06-20,284.9512,289.2057,280.5978,285.248,283.6032,2410215.0,0.0,1.0
2013-06-19,291.8771,293.0149,287.5237,288.6615,286.997,523554.0,0.0,1.0
2013-06-18,295.538,296.379,290.2446,293.9549,292.26,1638364.0,0.0,1.0
2013-06-17,294.1033,297.2694,285.9901,296.379,294.6701,738670.0,0.0,1.0
2013-06-14,284.9512,295.2411,284.2092,293.757,292.0631,743547.0,0.0,1.0
2013-06-13,287.1774,287.4248,277.2833,280.0042,278.3897,871152.0,0.0,1.0
2013-06-12,288.4142,293.3612,286.9301,290.1456,288.4726,795169.0,0.0,1.0
2013-06-11,293.4107,294.3012,285.5943,290.0962,288.4234,868754.0,0.0,1.0
2013-06-10,296.7253,300.6829,289.2552,293.1634,291.473,575741.0,0.0,1.0
2013-06-07,303.2554,306.5205,294.9443,298.6051,296.8833,610938.0,0.0,1.0
2013-06-06,299.3967,306.2731,299.3967,303.4038,301.6544,641799.0,0.0,1.0
2013-06-05,300.9797,306.6194,300.6829,303.8985,302.1462,637201.0,0.0,1.0
2013-06-04,306.8667,314.04,299.7924,303.2059,301.4576,720715.0,0.0,1.0
2013-06-03,306.7183,312.1601,303.8985,310.4781,308.6877,724267.0,0.0,1.0
2013-05-31,313.4958,316.1178,308.7961,310.1318,308.3435,909115.0,0.0,1.0
2013-05-30,311.6654,315.6231,307.5593,313.5453,311.7374,1933925.0,0.0,1.0
2013-05-29,293.856,301.7713,292.6192,300.584,298.8507,1340961.0,0.0,1.0
2013-05-28,292.6687,295.2411,287.8205,292.7181,291.0302,697394.0,0.0,1.0
2013-05-27,284.9512,292.6192,282.2303,291.3329,289.653,581101.0,0.0,1.0
2013-05-24,291.8771,293.0644,280.1031,285.0502,283.4066,724444.0,0.0,1.0
2013-05-23,284.9512,289.8488,282.2798,287.7216,286.0625,709849.0,0.0,1.0
2013-05-22,293.3612,294.8454,286.188,288.5131,286.8495,685309.0,0.0,1.0
2013-05-21,298.3578,299.8914,289.2057,290.0467,288.3743,798569.0,0.0,1.0
2013-05-20,301.7713,312.5559,297.3189,299.1988,297.4736,1009671.0,0.0,1.0
2013-05-17,297.8136,304.9869,297.5663,300.1387,298.408,674485.0,0.0,1.0
2013-05-16,304.2448,306.2236,298.8525,299.9903,298.2604,606990.0,0.0,1.0
2013-05-15,298.803,308.4993,298.803,305.1353,303.3758,1137577.0,0.0,1.0
2013-05-14,295.7358,300.6829,292.3718,297.3189,295.6045,847355.0,0.0,1.0
2013-05-13,303.7501,306.5205,292.8665,294.4991,292.801,479421.0,0.0,1.0
2013-05-10,295.8842,306.2236,295.8842,305.2837,303.5234,884180.0,0.0,1.0
2013-05-09,296.8242,300.485,292.075,296.6263,294.9158,528187.0,0.0,1.0
2013-05-08,296.8242,302.3154,295.8348,297.5168,295.8012,738342.0,0.0,1.0
2013-05-07,288.2163,297.4673,288.2163,295.3895,293.6863,739345.0,0.0,1.0
2013-05-06,281.983,289.7994,280.0042,287.9689,286.3085,884295.0,0.0,1.0
2013-05-03,289.0078,291.234,281.142,282.2798,280.6521,712302.0,0.0,1.0
2013-05-02,292.9655,297.4178,288.4142,293.3118,291.6205,658419.0,0.0,1.0
2013-04-30,293.7075,297.7147,287.9195,296.28,294.5716,578225.0,0.0,1.0
2013-04-29,290.8877,295.538,289.2057,292.916,291.227,340544.0,0.0,1.0
2013-04-26,290.393,294.9443,287.1774,293.1139,291.4237,611753.0,0.0,1.0
2013-04-25,281.0925,292.0255,281.0925,290.1456,288.4726,695127.0,0.0,1.0
2013-04-23,280.9936,281.4388,274.2656,278.4211,276.8157,407102.0,0.0,1.0
2013-04-22,280.1031,284.407,277.0359,282.2798,280.6521,753487.0,0.0,1.0
2013-04-18,266.1524,280.9936,264.4704,279.3116,277.701,1274207.0,0.0,1.0
2013-04-17,269.1206,272.0888,266.1524,268.6259,267.0769,711960.0,0.0,1.0
2013-04-16,263.1841,269.5164,260.4138,267.9333,266.3883,827120.0,0.0,1.0
2013-04-15,268.1312,269.7143,261.4526,266.3502,264.8143,673874.0,0.0,1.0
2013-04-12,272.0888,277.5306,269.1206,272.4846,270.9134,497069.0,0.0,1.0
2013-04-11,274.5624,278.1737,272.6825,275.2055,273.6186,1185369.0,0.0,1.0
2013-04-10,261.7,265.8555,255.1204,264.8167,263.2896,956165.0,0.0,1.0
2013-04-09,255.5162,262.5905,255.5162,259.9685,258.4695,1636388.0,0.0,1.0
2013-04-08,254.5267,257.9402,250.7175,254.2299,252.764,810697.0,0.0,1.0
2013-04-05,254.2794,258.5339,249.4313,252.5974,251.1408,866369.0,0.0,1.0
2013-04-04,253.29,260.3643,252.0037,255.0709,253.6001,1139642.0,0.0,1.0
2013-04-03,264.1735,266.1524,253.3889,254.873,253.4034,916958.0,0.0,1.0
2013-04-02,260.0675,265.905,256.2087,263.9756,262.4534,1070527.0,0.0,1.0
2013-04-01,266.0534,266.0534,259.3254,262.6894,261.1747,572633.0,0.0,1.0
2013-03-28,270.11,271.0994,263.2831,266.4492,264.9128,439794.0,0.0,1.0
2013-03-26,268.3785,274.3645,263.6788,272.3362,270.7659,1039326.0,0.0,1.0
2013-03-25,271.0994,273.0783,265.5092,267.7354,266.1917,508385.0,0.0,1.0
2013-03-22,270.209,275.0571,262.3431,267.5375,265.9948,1515929.0,0.0,1.0
2013-03-21,281.5872,281.5872,266.9439,270.8521,269.2903,1762331.0,0.0,1.0
2013-03-20,278.52,283.9123,273.7708,282.7745,281.1439,836753.0,0.0,1.0
2013-03-19,284.4565,286.8311,275.3044,278.5695,276.9633,905795.0,0.0,1.0
2013-03-18,286.9301,286.9301,281.983,283.566,281.9309,821504.0,0.0,1.0
2013-03-15,298.7041,298.803,286.9301,288.0184,286.3576,1007836.0,0.0,1.0
2013-03-14,295.3401,299.5946,289.8983,297.7641,296.0471,1444182.0,0.0,1.0
2013-03-13,302.3649,302.7607,294.2022,297.6157,295.8996,1384605.0,0.0,1.0
2013-03-12,301.7713,304.789,298.4073,301.0787,299.3426,1036405.0,0.0,1.0
2013-03-11,301.6723,303.5522,297.0715,298.2094,296.4898,621709.0,0.0,1.0
2013-03-08,303.0575,304.8879,297.4178,300.5345,298.8015,706215.0,0.0,1.0
2013-03-07,304.1953,304.2448,299.4461,302.7112,300.9657,1224957.0,0.0,1.0
2013-03-06,299.7924,307.7077,299.644,305.9763,304.2119,933794.0,0.0,1.0
2013-03-05,286.9301,298.902,286.9301,297.4178,295.7028,1085763.0,0.0,1.0
2013-03-04,285.1491,289.1562,282.3787,286.7322,285.0788,645831.0,0.0,1.0
2013-03-01,284.9512,289.9972,278.9158,285.5943,283.9476,690371.0,0.0,1.0
